brand,model_name,first_model_year,last_model_year,submodel_line_examples,trim_name_examples
kia,PV5,2025,2026,"WAV, 오픈베드, 카고 롱, 패신저","베이직, 택시, 베이직 롱레인지, 베이직 스탠다드, 플러스 롱레인지, 플러스 스탠다드, 플러스"
kia,뉴 그랜버드,2011,2016,"그린필드(390마력), 그린필드(430마력), 그린필드(440마력), 블루스카이(390마력), 블루스카이(430마력), 블루스카이(440마력), 슈퍼 프리미엄 그린필드(440마력), 슈퍼 프리미엄 블루스카이(440마력), 슈퍼 프리미엄 실크로드(440마력), 슈퍼 프리미엄 썬샤인(440마력)","47인승 자가용, 캠핑카, 29인승 스탠다드데크 우등고속, 47인승 스탠다드데크 자가용, 29인승 하이데크 우등고속, 47인승 하이데크 자가용, 29인승 우등고속, -, 22인승 우등고속, 23인승 자가용"
kia,뉴 쏘렌토R,2013,2014,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","LX, TLX, TLX 스페셜, 노블레스, 럭셔리, 리미티드, 리미티드 스페셜, 트렌디, 프레스티지"
kia,뉴 카니발 R,2010,2014,"2.2 디젤, 2.2 디젤 리무진, 2.7 LPi, 3.5 가솔린 리무진","GLX, GLX 최고급형, GX, 프레지던트"
kia,뉴 페이스 카렌스,2008,2013,"2.0 LPi, 2.0 가솔린, 2.0 디젤","GLX 고급형, GLX 고급형 패밀리팩, GLX 최고급형, GLX 최고급형 패밀리팩, GLX 프리미엄, GX 고급형, GX 최고급형, GX 최고급형 패밀리, 리미티드, 비지니스"
kia,뉴모닝,2008,2011,"1.0, 1.0 LPi, 1.0 밴","L, LX 고급형, LX 고급형 블랙프리미엄, LX 기본형, LX 기본형 블랙프리미엄, LX 스페셜, SLX 고급형, SLX 고급형 블랙 프리미엄, SLX 뷰티, SLX 뷰티 블랙 프리미엄"
kia,니로,2016,2018,"1.6 HEV, 1.6 PHEV","노블레스, 럭셔리, 프레스티지"
kia,니로 EV,2018,2021,(전기),"노블레스, 프레스티지"
kia,니로 플러스,2023,2023,"(전기), (전기) 택시형","어스, 에어, 라이트"
kia,더 K9,2018,2021,"3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD, 5.0 AWD","-, 마스터즈, 마스터즈Ⅱ, 그랜드 마스터즈, 마스터즈Ⅲ, 베스트 셀렉션Ⅱ, 플래티넘, 플래티넘Ⅰ, 플래티넘Ⅱ, 그랜드 플래티넘"
kia,더 뉴 EV6,2025,2026,"GT AWD, 롱레인지 2WD, 롱레인지 4WD, 스탠다드 2WD","-, GT 라인, 라이트, 어스, 에어"
kia,더 뉴 K3,2016,2018,"1.6, 1.6 디젤, 유로 1.6","노블레스, 디럭스, 트렌디, 트렌디 A, 트렌디 C, 트렌디 E, 트렌디 스타일, 프레스티지, 프레스티지 스페셜"
kia,더 뉴 K3 [2세대],2022,2022,"1.6, 1.6 터보 GT 5도어","노블레스, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 K3 쿱,2016,2017,"1.6, 1.6 터보","럭셔리, 프레스티지, 노블레스"
kia,더 뉴 K5,2013,2015,"2.0, 2.0 LPi, 2.0 LPi (장애인용), 2.0 LPi (택시형), 2.0 터보, 구조변경 (가솔린)","W 스페셜, 노블레스, 디럭스, 럭셔리, 럭셔리 스페셜, 럭셔리 트렌디, 스페셜, 에코플러스 프레스티지, 트렌디, 프레스티지"
kia,더 뉴 K5 2세대,2019,2020,"1.6 터보, 1.7 디젤, 2.0, 2.0 LPi, 2.0 LPi (렌터카용), 2.0 LPi (장애인용), 2.0 LPi (택시형)","노블레스, 노블레스 스페셜, 프레스티지, 럭셔리, 월드컵 에디션, 인텔리전트, 디럭스"
kia,더 뉴 K5 3세대,2024,2026,"1.6 터보, 2.0, 2.0 LPG, 2.0 LPG (렌터카용), 2.0 LPG (장애인용)","노블레스, 베스트 셀렉션, 시그니처, 프레스티지, 스마트 셀렉션, 트렌디"
kia,더 뉴 K5 하이브리드 2세대,2019,2020,2.0 HEV,"노블레스, 노블레스 스페셜, 프레스티지"
kia,더 뉴 K5 하이브리드 3세대,2024,2026,2.0 HEV,"노블레스, 베스트 셀렉션, 시그니처, 프레스티지"
kia,더 뉴 K7,2013,2016,"2.4, 3.0, 3.0 LPi, 3.0 LPi (택시형), 3.0 구조변경(가솔린), 3.3","기본형, 프레스티지, 프레스티지 스페셜, 럭셔리, 디럭스, 노블레스"
kia,더 뉴 K8,2024,2026,"2.5, 3.5, 3.5 AWD, 3.5 LPG, 3.5 LPG (렌터카용), 3.5 LPG (장애인용), 3.5 LPG (택시형)","노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙, 프레스티지"
kia,더 뉴 K8 하이브리드,2026,2026,1.6 터보 HEV,"노블레스, 노블레스 라이트, 베스트 셀렉션, 시그니처, 시그니처 블랙"
kia,더 뉴 K9,2015,2018,"3.3, 3.8, 5.0, 5.0 (수출형)","이그제큐티브, 프레스티지, VIP, 노블레스, 퀀텀, -"
kia,더 뉴 K9 [RJ],2022,2022,"3.3, 3.3 AWD, 3.3 터보, 3.3 터보 AWD, 3.8, 3.8 AWD","플래티넘, 마스터즈, 베스트 셀렉션 I, 베스트 셀렉션 II"
kia,더 뉴 기아 레이,2023,2026,"1.0, 1.0 1인승 밴, 1.0 밴","X-Line, 그래비티, 스탠다드, 시그니처, 트렌디, 프레스티지, 프레스티지 스페셜"
kia,더 뉴 기아 레이 EV,2024,2026,"(전기), 1인승 밴, 2인승 밴","라이트, 에어"
kia,더 뉴 니로,2019,2022,"1.6 HEV, 1.6 PHEV","노블레스, 노블레스 스페셜, 럭셔리, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 레이,2018,2022,"1.0, 1.0 1인승 밴, 1.0 LPi, 1.0 밴","디럭스, 럭셔리, 스탠다드, 시그니처, 캠핑카, 트렌디, 프레스티지, 프레스티지 베스트셀렉션, 프레스티지 스페셜, -"
kia,더 뉴 모닝,2015,2015,"1.0, 1.0 바이퓨얼, 1.0 밴, 1.0 터보","디럭스, 럭셔리, 스마트, 스포츠 런 하이, 스프츠 런, -, 고급형"
kia,더 뉴 모닝 [JA],2024,2025,"1.0, 1.0 밴","GT-Line, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 모하비,2016,2019,"3.0 디젤 2WD, 3.0 디젤 4WD, 3.0 디젤 AWD","노블레스, VIP, 프레지던트"
kia,더 뉴 봉고3,2019,2024,"1.2톤 킹캡, 1.2톤 표준캡, LPi 더블캡, LPi 킹캡, LPi 표준캡, 내장 탑차, 냉동 탑차, 냉온장 탑차, 다용도 탑차, 더블캡","GL, GLS, 초장축 GL, 초장축 GLS, 초장축 L, 초장축 L 라이트, 1.2톤 플러스형, 1톤 LPi 표준형, 1톤 LPi 플러스형, 1톤 상승 내장탑차"
kia,더 뉴 셀토스,2023,2025,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 2.0 가솔린 2WD, 2.0 가솔린 4WD","X-Line, 그래비티, 시그니처, 트렌디, 프레스티지"
kia,더 뉴 스포티지,2025,2025,"1.6 터보 2WD, 1.6 터보 4WD, 2.0 LPG 2WD","X-라인, 노블레스, 시그니처, 프레스티지"
kia,더 뉴 스포티지 하이브리드,2025,2025,"1.6 터보 HEV 2WD, 1.6 터보 HEV 4WD","X-라인, 노블레스, 시그니처, 프레스티지"
kia,더 뉴 스포티지R,2014,2015,"2.0 가솔린 터보 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","럭셔리, 럭셔리 트렌디, 에이스, 트렌디, W 스페셜, 노블레스, 프레스티지"
kia,더 뉴 쏘렌토,2018,2020,"2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","노블레스, 마스터 스페셜, 프레스티지, 노블레스 스페셜, 럭셔리, 마스터, No.1 에디션"
kia,더 뉴 쏘렌토 4세대,2024,2026,"2.2 디젤 2WD, 2.2 디젤 4WD, 2.5 가솔린 터보 2WD, 2.5 가솔린 터보 4WD","X-Line, 그래비티, 노블레스, 시그니처, 프레스티지"
kia,더 뉴 쏘렌토 4세대 하이브리드,2024,2026,"1.6 HEV 2WD, 1.6 HEV 4WD","X-Line, 그래비티, 노블레스, 시그니처, 프레스티지"
kia,더 뉴 쏘울,2017,2017,"1.6, 1.6 디젤","노블레스, 트렌디, 프레스티지, 노블레스 스페셜"
kia,더 뉴 카니발,2018,2020,"2.2 디젤 11인승, 2.2 디젤 11인승 하이리무진, 2.2 디젤 7인승, 2.2 디젤 7인승 리무진, 2.2 디젤 7인승 하이리무진, 2.2 디젤 9인승, 2.2 디젤 9인승 아웃도어, 2.2 디젤 9인승 하이리무진, 2.2 디젤 하이리무진 (특장업체), 3.3 가솔린 11인승","디럭스, 프레스티지, VIP, 프레지던트, 노블레스, 노블레스 스페셜, 럭셔리, 프레스티지 하이루프, 하이루프 특장차, -"
kia,더 뉴 카니발 4세대,2024,2026,"1.6 터보 HEV 4인승 하이리무진, 1.6 터보 HEV 7인승, 1.6 터보 HEV 7인승 하이리무진, 1.6 터보 HEV 9인승, 1.6 터보 HEV 9인승 하이리무진, 1.6 터보 HEV 하이리무진 (특장업체), 2.2 디젤 7인승, 2.2 디젤 9인승, 2.2 디젤 9인승 하이리무진, 2.2 디젤 하이리무진 (특장업체)","시그니처, X-Line, 그래비티, 노블레스, 아웃도어, 프레스티지, -"
kia,더 뉴 카렌스,2017,2017,"1.7 디젤, 2.0 LPi","프레스티지, 디럭스, 럭셔리"
kia,더 뉴 프라이드,2011,2015,"1.4, 1.4 5도어, 1.4 디젤 5도어, 1.6, 1.6 5도어","도로연수용, 디럭스, 스마트, 트렌디, 럭셔리, 프레스티지"
kia,더 프레스티지 K7,2011,2013,"2.4, 3.0, 3.0 LPi, 3.0 구조변경(가솔린), 3.3","디럭스, 럭셔리, 프레스티지, 노블레스"
kia,디 올 뉴 니로,2022,2025,1.6 HEV,"베스트 셀렉션, 시그니처, 트렌디, 프레스티지"
kia,디 올 뉴 니로 EV,2023,2023,(전기),"어스, 에어"
kia,디 올 뉴 셀토스,2026,2026,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 가솔린 하이브리드","X-Line, 시그니처, 트렌디, 프레스티지"
kia,디 올 뉴 스포티지,2022,2023,"1.6 터보 2WD, 1.6 터보 4WD, 2.0 LPG 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","노블레스, 노블레스 그래비티, 시그니처, 시그니처 그래비티, 트렌디, 프레스티지"
kia,디 올 뉴 스포티지 하이브리드,2022,2022,1.6 터보 HEV,"노블레스, 노블레스 그래비티, 시그니처, 시그니처 그래비티, 프레스티지"
kia,레이,2012,2015,"1.0, 1.0 바이퓨얼, 1.0 밴, 1.0 터보, EV","디럭스, 디럭스 스페셜, 럭셔리, 럭셔리 에코플러스, 프레스티지, 프레스티지 에코 다이나믹스, 프레스티지 에코플러스, 고급형, 기본형, -"
kia,모닝 어반,2020,2020,"1.0, 1.0 밴","스탠다드, 스탠다드 마이너스, 시그니처, 시그니처 엣지-업, 프레스티지, 프레스티지 베스트 셀렉션, -, 스페셜"
kia,모하비,2008,2014,"3.0 디젤 2WD, 3.0 디젤 4WD, 3.8 가솔린 2WD, 4.6 가솔린 (수출형), 4.6 가솔린 4WD","JV300, JV300 고급형, JV300 에센스팩, JV300 최고급형, KV300, KV300 고급형, KV300 최고급형, QV300, QV300 고급형, QV300 최고급형"
kia,모하비 더 마스터,2020,2023,"3.0 디젤 4WD 5인승, 3.0 디젤 4WD 6인승, 3.0 디젤 4WD 7인승","마스터즈, 마스터즈 그래비티, 플래티넘"
kia,봉고3,2003,2019,"1.2톤 냉동탑차, 1.2톤 냉장탑차, 1.2톤 킹캡, 1.2톤 표준캡, 1.4톤 내장탑차, 1.4톤 냉동탑차, 12인승, 15인승, 3인승 밴, 6인승 밴","-, 초장축 GL, 초장축 GLS, 초장축 GLX, 초장축 노블레스, 초장축 리미티드, 초장축 프레스티지, 장축 리미티드, LTD, LTD 고급형"
kia,봉고3 EV,2020,2020,"내장탑차, 냉동탑차, 윙바디, 킹캡, 파워게이트","-, 초장축 GL, 초장축 GLS"
kia,셀토스,2019,2021,"1.6 가솔린 터보 2WD, 1.6 가솔린 터보 4WD, 1.6 디젤 2WD, 1.6 디젤 4WD","그래비티, 노블레스, 시그니처, 트렌디, 프레스티지"
kia,스토닉,2017,2019,"1.0 터보, 1.4 가솔린, 1.6 디젤","트렌디, 프레스티지, 디럭스"
kia,스팅어,2017,2020,"2.0 터보, 2.0 터보 AWD, 2.2 디젤, 2.2 디젤 AWD, 3.3 터보, 3.3 터보 AWD","드림 에디션, 알칸타라 에디션, 익스트림 팩, 프라임, 플래티넘, 프라임 라이트, GT, 마스터즈"
kia,스팅어 마이스터,2021,2022,"2.5 터보, 2.5 터보 AWD, 3.3 터보, 3.3 터보 AWD","마스터즈, 마스터즈 아크로 에디션, 플래티넘, GT, GT 마스터즈 터보팩, GT 아크로 에디션"
kia,스포티지 4세대,2016,2018,"1.7 디젤 2WD, 2.0 가솔린 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","노블레스, 노블레스 스페셜, 트렌디, 노블레스 플러스, 스타일 에디션, 프레스티지"
kia,스포티지 더 볼드,2019,2021,"1.6 디젤 2WD, 1.6 디젤 4WD, 2.0 가솔린 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","노블레스, 럭셔리, 시그니처, 시그니처 그래비티, 인텔리전트, 트렌디, 프레스티지, 프레스티지 그래비티"
kia,스포티지R,2010,2013,"2.0 가솔린 2WD, 2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD","LX, TLX 최고급형, 리미티드, TLX 고급형, TLX 프리미엄"
kia,쏘렌토 4세대,2021,2022,"2.2 디젤 2WD, 2.2 디젤 4WD, 2.5 가솔린 터보 2WD, 2.5 가솔린 터보 4WD","그래비티, 노블레스, 시그니처, 트렌디, 프레스티지, 그래비티 (5인승), 그래비티 (6인승)"
kia,쏘렌토 4세대 하이브리드,2021,2021,"1.6 터보 HEV 2WD, 1.6 터보 HEV 4WD","그래비티, 노블레스, 시그니처, 프레스티지"
kia,쏘렌토R,2009,2012,"2.0 디젤 2WD, 2.2 디젤 2WD, 2.2 디젤 4WD, 2.4 가솔린 2WD, 2.7 LPi 2WD","LX 고급형, TLX 고급형, TLX 최고급형, TLX 프리미엄, 리미티드 고급형, 리미티드 프리미엄, 리미티드 스페셜"
kia,쏘울,2008,2013,"1.6, 1.6 디젤, 2.0","2U 고급형, 2U 세이프티, 2U 최고급형, 2U 쿨, 4U, 4U 코스모, U 고급형, U 스마트, U 최고급형, 디럭스"
kia,쏘울 EV,2015,2018,(전기),-
kia,쏘울 부스터,2019,2019,1.6 터보,"노블레스, 노블레스 스페셜, 프레스티지"
kia,쏘울 부스터 EV,2019,2019,(전기),"노블레스, 프레스티지"
kia,오피러스 프리미엄,2009,2011,"2.7, 2.7 LPi, 3.3, 3.8","GH270 디럭스, GH270 디럭스 스페셜, GH270 스페셜, GH270 스페셜 럭셔리, GH270 고급형, GH270 럭셔리, GH270 최고급형, GH270 프리세트지, GH330 고급형, GH330 고급형 럭셔리"
kia,올 뉴 K3,2018,2021,"1.6, 1.6 터보 4도어, 1.6 터보 5도어","노블레스, 럭셔리, 스탠다드, 스탠다드 LED팩, 시그니처, 트렌디, 프레스티지, GT 베이직, GT 플러스, GT 시그니처"
kia,올 뉴 K7,2016,2019,"2.2 디젤, 2.4, 3.0, 3.0 LPi, 3.0 LPi (렌터카용), 3.0 LPi (장애인용), 3.0 LPi (택시형), 3.3","노블레스, 리미티드, 리미티드 에디션, 프레스티지, 월드컵 에디션, 럭셔리, 디럭스, 노블레스 스페셜, 리미티드 플러스"
kia,올 뉴 K7 하이브리드,2016,2019,2.4 HEV,"노블레스, 노블레스 스페셜, 프레스티지"
kia,올 뉴 모닝,2011,2014,"1.0, 1.0 바이퓨얼, 1.0 밴","W 스페셜, 디럭스, 디럭스 스페셜, 디럭스 트렌디, 럭셔리, 럭셔리 스포츠, 스마트, 스마트 스페셜, 스포츠, 에코 다이나믹스 스마트"
kia,올 뉴 모닝 [JA],2017,2019,"1.0, 1.0 LPi, 1.0 밴, 1.0 터보","디럭스, 럭셔리, 레이디, 베이직 플러스, 트렌디, 프레스티지, -, 고급형"
kia,올 뉴 쏘렌토,2015,2017,"2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.2 디젤 2WD, 2.2 디젤 4WD","노블레스, 프레스티지, 노블레스 스페셜, 디럭스, 럭셔리"
kia,올 뉴 쏘울,2014,2016,"1.6, 1.6 디젤","그린존, 노블레스, 럭셔리, 레드존, 브라운존, 트렌디, 프레스티지, 노블레스 스페셜, 액티브존"
kia,올 뉴 카니발,2014,2018,"2.2 디젤 11인승, 2.2 디젤 11인승 아웃도어, 2.2 디젤 11인승 하이리무진, 2.2 디젤 7인승 리무진, 2.2 디젤 7인승 아웃도어, 2.2 디젤 7인승 하이리무진, 2.2 디젤 9인승, 2.2 디젤 9인승 아웃도어, 2.2 디젤 9인승 하이리무진, 2.2 디젤 어린이보호차","노블레스, 디럭스, 럭셔리, 프레스티지, VIP, 매직스페이스, 프레지던트, 노블레스 스페셜, 프레스티지 하이루프, 11인승"
kia,올 뉴 카렌스,2013,2016,"1.7 디젤 5인승, 1.7 디젤 7인승, 2.0 LPi 7인승","노블레스, 디럭스, 럭셔리, 에코 다이나믹스, 트렌디, 프레스티지"
kia,올 뉴 프라이드,2012,2014,"1.4, 1.4 5도어, 1.4 디젤 5도어, 1.6, 1.6 5도어","디럭스, 스마트, 스마트 스페셜, 트렌디, 럭셔리, 럭셔리 에코 플러스, 프레스티지, 프레스티지 에코 플러스"
kia,카니발 4세대,2019,2022,"2.2 디젤 11인승, 2.2 디젤 7인승, 2.2 디젤 7인승 아웃도어, 2.2 디젤 7인승 하이리무진, 2.2 디젤 9인승, 2.2 디젤 9인승 하이리무진, 2.2 디젤 하이리무진 (특장업체), 3.5 가솔린 11인승, 3.5 가솔린 4인승 하이리무진, 3.5 가솔린 7인승","노블레스, 시그니처, 프레스티지, -"
kia,타스만,2025,2025,"2.5 가솔린 터보 2WD, 2.5 가솔린 터보 4WD","다이내믹, 어드벤처, 익스트림, X-프로"
kia,텔루라이드,2020,2020,"3.8 가솔린, 3.8 가솔린 AWD","EX, LX, S, SX"
kia,포르테,2008,2012,"1.6, 1.6 LPi, 1.6 디젤, 2.0, 2.0 (수출형), 2.4 (수출형), LPi HEV","S 고급형, S 기본형, SLi, Si, W 에디션, 디럭스, 디럭스 에코플러스, 럭셔리, 럭셔리 에코플러스, 프레스티지"
kia,포르테 쿱,2010,2012,"1.6, 2.0","고급형, 고급형 레드프리미엄, 기본형, 럭셔리, 프레스티지"
kia,포르테 해치백,2011,2012,1.6,"디럭스, 럭셔리, 프레스티지, 프레스티지 브라운"
kia,피아트 124,2018,2018,-,-
renault,QM3,2014,2017,1.5 디젤,"LE, RE, RE 시그니처, RE 시그니처 소닉 레드, RE 시그니처 쇼콜라 브라운, RE 시그니처 에투알 화이트, SE"
renault,QM5,2008,2011,"2.0 디젤 2WD, 2.0 디젤 4WD, 2.5 가솔린 2WD","LE, LE 프리미엄, LE 플러스, RE, RE 플러스, SE, SE 프리미엄팩, SE 플러스, 보스 스페셜 에디션, 어드벤처"
renault,QM5 네오,2014,2015,"2.0 가솔린 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","LE, R4U, RE, SE, LE 아트 컬렉션 II, RE 아트 컬렉션II, LE 아트 컬렉션II"
renault,QM6,2016,2019,"2.0 가솔린 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD","LE, RE, RE 시그니처, SE, RE 플러스"
renault,SM3 Z.E,2014,2018,(전기),"RE, RE 스페셜, SE, SE 스페셜, SE 플러스"
renault,SM3 네오,2014,2019,"1.5 디젤, 1.6","LE, SE, LE 스타일팩, LE 스페셜, LE 아트 컬렉션II, PE, PE 스타일팩, R4U, RE, RE 스타일팩"
renault,SM5 노바,2011,2018,"1.5 디젤, 1.6 터보, 2.0, 2.0 LPLi (렌터카용), 2.0 LPLi (장애인용), 2.0 LPLi (택시형)","D, D 아트 컬렉션II, D 프리미엄, D 프리미엄 아트컬렉션II, TCE, TCE 스타일팩, TCE 아트 컬렉션II, LE, LE 스타일팩, LE 아트 컬렉션II"
renault,SM6,2016,2020,"1.5 디젤, 1.6 터보, 2.0, 2.0 LPe, 2.0 LPe (렌터카용), 2.0 LPe (장애인용), 2.0 LPe (택시형), 2.0 프라임","LE, PE, SE, RE, 프리미에르, LE 스페셜"
renault,SM7 노바,2014,2019,"2.0 LPe, 2.0 LPe (렌터카용), 2.0 LPe (장애인용), 2.0 LPe (택시형), 2.5, 3.5","-, LE, LE 스타일팩, LE 아트 컬렉션II, RE, RE 스타일팩, RE 아트 컬렉션II, SE, SE 스타일팩, LE35"
renault,SM7 뉴 아트,2008,2011,"2.3, 3.5","LE23, RE23, SE23, SE23 플러스, SE23 플레저, 프레스티지, LE35, RE35"
renault,XM3,2020,2023,"1.3, 1.6, 1.6 하이브리드","LE, RE, RE 시그니처, 온라인 스페셜 에디션, 인스파이어, LE 플러스, SE"
renault,그랑 콜레오스,2024,2026,"1.5 E-테크 하이브리드 2WD, 2.0 가솔린 터보 2WD, 2.0 가솔린 터보 4WD","아이코닉, 에스카파드 루프박스, 에스카파드 파노라마 선루프, 에스프리 알핀, 테크노"
renault,뉴 QM3,2017,2018,1.5 디젤,"LE, RE, RE S-에디션, RE 레드 에디션, RE 시그니처, RE 시그니처 레드, RE 시그니처 쇼콜라 브라운, RE 시그니처 에투알 화이트, RE 파노라믹 에디션, SE"
renault,뉴 QM5,2012,2013,"2.0 가솔린 2WD, 2.0 디젤 2WD, 2.0 디젤 4WD, 2.5 가솔린 2WD","LE20, SE20, LE, LE 플러스, RE, RE 아트, SE, 살로몬 에디션, LE25, LE25 플러스"
renault,뉴 SM3,2010,2014,"1.6, 2.0","LE, LE 썸머 에디션, LE 익스클루시브, LE 플러스, PE, RE, RE 썸머 에디션, SE, SE 블랙, SE 블랙 썸머 에디션"
renault,뉴 SM5 (신형),2010,2012,"2.0, 2.0 LPLi (렌터카용), 2.0 LPLi (장애인용), 2.0 LPLi (택시형), 2.5","LE, LE 익스클루시브, PE, RE, SE, SE 블랙, SE 플러스, XE, 보스 스페셜 에디션, 고급형"
renault,뉴 마스터,2020,2020,2.3 디젤,"13인승, 15인승, 밴 L, 밴 S, 어린이보호차, 캠핑카"
renault,뉴SM5 플래티넘,2011,2015,"1.5 디젤, 1.6 터보, 2.0, 2.0 LPLi (렌터카용), 2.0 LPLi (장애인용), 2.0 LPLi (택시형)","D, D 스페셜, 프리미엄 DCT, TCE, TCE S/S 컬렉션, LE, LE S/S 컬렉션, LE 아트, LE 파노라마, PE"
renault,더 뉴 QM6,2020,2024,"1.7 디젤 2WD, 2.0 LPe 2WD, 2.0 LPe 2WD (렌터카용), 2.0 LPe 2WD (장애인용), 2.0 가솔린 2WD, 2.0 디젤 4WD, 퀘스트 2.0 LPe 2WD","RE, RE 시그니처, SE, LE, LE 시그니처, 프리미에르, 볼드 에디션, 밴, 비즈니스, 어드밴처"
renault,더 뉴 SM6,2021,2023,"1.3, 1.8, 2.0 LPe","LE, RE, SE, SE 플러스, 프리미에르, 필, 인스파이어"
renault,마스터,2018,2019,2.3 디젤,"13인승, 15인승, L, S, 밴 L, 밴 S, 어린이보호차, 캠핑카"
renault,세닉,2025,2025,"아이코닉, 테크노, 테크노 플러스",-
renault,아르카나,2024,2026,"1.3 가솔린 터보, 1.6 가솔린, 1.6 가솔린 하이브리드","아이코닉, 아이코닉 컬러 패키지, 에볼루션, 테크노, 아이코닉 E-테크 디자인팩, 에스프리 알핀"
renault,올 뉴 SM7,2011,2014,"2.5, 3.5","LE, LE AVM 패키지, LE S/S 컬렉션, LE 아트, LE 파노라마, RE, RE S/S 컬렉션, RE 파노라마, SE, LE35"
renault,조에,2020,2020,(전기),"인텐스, 인텐스 에코, 젠"
renault,캡처,2020,2020,"1.3 TCe, 1.5 dCi","에디션 파리, 인텐스, 젠"
renault,클리오,2018,2019,1.5 dCi,"스틸, 아이코닉, 인텐스, 인텐스 파노라믹, 젠"
renault,트위지,2017,2019,(전기),"라이프, 인텐스, 카고"
renault,필랑트,2026,2026,가솔린 1.5 하이브리드 E-TECH,"아이코닉, 에스프리 알핀, 에스프리 알핀 1955, 테크노"
